complaint_id,text,language,category,department,priority,template_group
ENG_0532,"Please help, the seller rejected my cancellation request",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_06
ENG_0533,"Please help, the seller rejected my cancellation request Please resolve this.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_06
ENG_0534,"Please help, the seller rejected my cancellation request I need an update as soon as possible.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_06
ENG_0535,I need assistance because the seller rejected my cancellation request,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_06
ENG_0536,I need assistance because the seller rejected my cancellation request Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_06
ENG_0537,I need assistance because the seller rejected my cancellation request I need an update as soon as possible.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_06
ENG_0538,This is urgent: the seller rejected my cancellation request,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_06
ENG_0539,This is urgent: the seller rejected my cancellation request Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_06
ENG_0540,This is urgent: the seller rejected my cancellation request I need an update as soon as possible.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_06
ENG_0541,The app is not showing the cancellation option,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_07
ENG_0542,The app is not showing the cancellation option Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_07
ENG_0543,The app is not showing the cancellation option I need an update as soon as possible.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_07
ENG_0544,"Hello, the app is not showing the cancellation option",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_07
ENG_0545,"Hello, the app is not showing the cancellation option Please resolve this.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_07
ENG_0546,"Hello, the app is not showing the cancellation option I need an update as soon as possible.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_07
ENG_0547,"Please help, the app is not showing the cancellation option",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_07
ENG_0548,"Please help, the app is not showing the cancellation option Please resolve this.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_07
ENG_0549,"Please help, the app is not showing the cancellation option I need an update as soon as possible.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_07
ENG_0550,I need assistance because the app is not showing the cancellation option,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_07
ENG_0551,I need assistance because the app is not showing the cancellation option Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_07
ENG_0552,I need assistance because the app is not showing the cancellation option I need an update as soon as possible.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_07
ENG_0553,This is urgent: the app is not showing the cancellation option,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_07
ENG_0554,This is urgent: the app is not showing the cancellation option Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_07
ENG_0555,This is urgent: the app is not showing the cancellation option I need an update as soon as possible.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_07
ENG_0556,I want to cancel one item from my order,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_08
ENG_0557,I want to cancel one item from my order Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_08
ENG_0558,I want to cancel one item from my order I need an update as soon as possible.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_08
ENG_0559,"Hello, I want to cancel one item from my order",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_08
ENG_0560,"Hello, I want to cancel one item from my order Please resolve this.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_08
ENG_0561,"Hello, I want to cancel one item from my order I need an update as soon as possible.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_08
ENG_0562,"Please help, I want to cancel one item from my order",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_08
ENG_0563,"Please help, I want to cancel one item from my order Please resolve this.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_08
ENG_0564,"Please help, I want to cancel one item from my order I need an update as soon as possible.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_08
ENG_0565,I need assistance because I want to cancel one item from my order,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_08
ENG_0566,I need assistance because I want to cancel one item from my order Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_08
ENG_0567,I need assistance because I want to cancel one item from my order I need an update as soon as possible.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_08
ENG_0568,This is urgent: I want to cancel one item from my order,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_08
ENG_0569,This is urgent: I want to cancel one item from my order Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_08
ENG_0570,This is urgent: I want to cancel one item from my order I need an update as soon as possible.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_08
ENG_0571,My order still appears active after cancellation,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_09
ENG_0572,My order still appears active after cancellation Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_09
ENG_0573,My order still appears active after cancellation I need an update as soon as possible.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_09
ENG_0574,"Hello, my order still appears active after cancellation",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_09
ENG_0575,"Hello, my order still appears active after cancellation Please resolve this.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_09
ENG_0576,"Hello, my order still appears active after cancellation I need an update as soon as possible.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_09
ENG_0577,"Please help, my order still appears active after cancellation",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_09
ENG_0578,"Please help, my order still appears active after cancellation Please resolve this.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_09
ENG_0579,"Please help, my order still appears active after cancellation I need an update as soon as possible.",English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_09
ENG_0580,I need assistance because my order still appears active after cancellation,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_09
ENG_0581,I need assistance because my order still appears active after cancellation Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_09
ENG_0582,I need assistance because my order still appears active after cancellation I need an update as soon as possible.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_09
ENG_0583,This is urgent: my order still appears active after cancellation,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_09
ENG_0584,This is urgent: my order still appears active after cancellation Please resolve this.,English,Cancellation Issue,Order Management,Medium,English_Cancellation Issue_09
